"date","AAL","AAPL","BAC","C","CSCO","CVS","DAL","EA","GE","GM","GOOGL","GS","IBM","INTC","JNJ","JPM","K","KSS","LLY","LOW","LUV","M","MET","MRK","MSFT","NFLX","NVDA","PFE","PG","SCHW","TGT","TSN","UAL","WMT"
2013-02-08,-0.0214629298525753,0.00206537880166088,-0.00846745109909849,-0.00630622199671187,-0.00046775447995404,0.00156372197618276,-0.010207642221656,0.0185943765234878,0,0.00105060419399137,0.00669432037580559,0.00542365242471534,0.00851492758275288,0.00477327875265781,0.00411550531097188,0.00618813855870183,-0.000339443316226015,0.00086975434924064,0.001490313241559,0.00668382950968583,0.00344234419097292,-0.0117047781320582,-0.00162469572700192,0.00291829000885574,0.00728600673093331,-0.00427279324917379,0,-0.00297177038915759,-0.00526663495169235,-0.0170241857364006,0.00497313931038256,0.00210482081496362,0.0157061263467092,0.00392487187329721
2013-02-11,-0.029303629965299,0.00717253983937123,0.0110217309041952,0.0114207044862325,0.00141143283840781,-0.000195140989984064,0.00204429372728045,0.00633825227636427,-0.00178015178296095,0.000701262300827901,0.00515112435810556,0.00540079031273355,-0.00408835390221155,0.00142755199118555,0.00172539693743131,0.00308737509825133,0.00237087325281608,0.000216896216011213,0.00632795709197974,-0.00153491971808359,-0.00171526628675502,0.01527511858914,0.000271039437897088,0.00460216386940772,0.00756624038331588,-0.00610814098851876,0.00320256478687463,0.00925418412594984,0.00529031785365702,0.0138431340921977,0.00303635870515355,-0.00211282563279663,0.00757292524873295,0.00210305019677889
2013-02-12,-0.0125349830696961,-0.0245105890825621,0.0311034817825545,0.0253467159845809,-0.0132640504565973,-0.00175729811892449,-0.00960885910663685,0.00916386710679101,0.00443853369602565,0.00421201043911076,-0.00134423506909584,0.0106331932413943,0.000149981252624572,0.00757938256559922,0.00502580081811484,0.0069430542339317,0.00168918959084476,0.0013034979034442,0.0011158639803935,0.0131547558489189,-0.00862074304390698,-0.00646125508288795,0.00567185855433743,0.00193190110798387,0,-0.0151125560437066,0.00281974003546584,-0.00554222737680988,0.00026326181539454,0.00833834491715385,0.00239406386791586,-0.00847103752533597,-0.0153318449783435,-0.00125971043322155
2013-02-13,0.0248631591926438,-0.000428593485646055,-0.0146821560745504,-0.0106251706043439,0.00664454271866851,-0.00136999727857007,0.0143102953129421,-0.0127316534568074,0.0120431563097983,-0.00278648734808097,0.00349314184768068,0.00265690465079434,-0.00279483138452436,0.00141276218458876,-0.0017167386190547,-0.0136694977601642,-0.000842957143399534,0.00883721668908628,0.000748783262241089,-0.00251130217366421,0.00345125450421474,-0.00822434542290309,0.00803217169726425,-0.00653992884435935,0.00357398521961153,0.0292475368128122,-0.00564290090663685,-0.000370301800195184,0.00720983656674975,-0.000590841966966659,-0.00493278110565561,0.0143522936393439,0.0111346898141285,0.00140173838483203
2013-02-14,-0.0656993910272813,0.00444610571118065,0.00330305832925749,0.0111175280083105,0.00525437081810364,0.0188703196904425,-0.0249666227304611,0.00116686127592037,0.00685814946945404,-0.0350540404584353,0.01032181641012,0.0134940873162698,-0.000400620967850003,0.00472144408719957,0.0040975538132336,0.0168002312403237,0.00369934842601121,0.010269666637456,0.00524738835241773,-0.00378358377963892,-0.0112701669710395,-0.00479375208403672,-0.009494171410788,0.00364830758547516,0.0042887842722175,0.000586618757609699,0.0425254608301044,0.00555865800382746,0.00627125128224048,0.00414569737970657,0.00636033309684097,0.0149753214551761,-0.00923438651309971,-0.00394589012543759
2013-02-15,0.0401038616348145,-0.01870821828064,-0.014442173858336,-0.0151672403880027,0.00238492839015064,-0.018989138690042,0.00555171446750771,-0.0105569252526043,-0.00812491106364611,0.00614274740940901,0.00694800636287791,-0.00905622940225131,0.00498803907310939,-0.00543158732925789,0.00579406414198776,-0.00956945101615067,0.000334672024542859,-0.00859481010648171,0.00168082960479804,-0.00662085433595786,0.00605276383135125,-0.0104260321419776,-0.0138985750024534,-0.00096525104019542,-0.00107047289437212,0.00498412484128277,0.00243797061496281,0.0051432883403026,-0.00234895057762649,-0.00354400843472932,-0.0119202442386113,-0.00208030031337086,0.0129772813587214,-0.0034572203838579
2013-02-19,-0.00489682685393067,-0.00241062493526611,0.00741049089048475,0.0115268538115662,0.0211922223456433,0.0246071623864257,-0.00696866931609332,0.0308960621964201,0.0139921723110789,-0.000361206433401704,0.0135510799780584,0.0188336673276215,-0.00139678761610142,-0.00449545297473718,0.0121578071171058,0.00669577422983424,0.00851637442536838,-0.00193444445063015,0.0103897038491359,0.00381340235859722,0.00514139950041865,0.0270761087892671,0.0105964855120795,0.0147938751529568,0.00589719027383598,0.0281355505534339,-0.014627657534469,0.0112503454808627,0.010653602127668,0.00940077428470589,0.0012938704700092,0.000414507777955531,0.0165853782898142,-0.00623416299607107
2013-02-20,-0.0611099195119718,-0.0195024774973412,-0.0316957308101318,-0.028736298863587,-0.0180777314199569,-0.0124582349220417,-0.0334431736022521,-0.0017147760703712,-0.0127336185744947,-0.0258619403602182,-0.0160730472012274,-0.0194007361274471,-0.00655116988069282,-0.017217068042995,-0.00182481802462906,-0.0151084948221265,-0.00367401882883891,-0.00620787608536376,0.00239741931334025,-0.019731581862595,-0.0199227031156271,-0.0205418044619774,-0.0309996019858356,0.00705719230999876,-0.00928578100790855,-0.0543940060495803,-0.0176145467009822,-0.00289750293263832,-0.00246193839932682,-0.0219268043897892,0.0107519289824753,-0.0218312616572343,-0.0212488623604447,0.00710508317777194
2013-02-21,-0.0185259096075145,0.000134968651381666,-0.0263571101044789,-0.0103360093306621,-0.011494379425735,0.00270322620686158,-0.029071814821977,-0.000566732800660385,0.00344530917891282,-0.0190553122311185,-0.00309995034857064,-0.0186479468114958,-0.00151148759126788,-0.0245745688875648,0.00521717630490682,-0.003310576166608,0.000670578398975915,0.00215238998292119,-0.00166466329017428,-0.00344508092159222,0.00262352577238441,-0.00507229086487609,-0.0104299747478156,0,-0.00905311270953116,0.00616430157573863,-0.00567952845160133,0,0.00991398675765176,-0.0181603053796592,0.0114214439553602,-0.00511510066677049,-0.0137986091234299,0.00370740478832205
2013-02-22,0,0.00346710836277004,-0.0156117654721133,-0.000233672159025587,0.00431551856522219,-0.010461157005081,0.0139145416003308,0.00789181096996511,0.00171159648118135,0.0265386533583036,0.000563049780302278,0.0112250738124987,0.00929263281724405,0.00490919002623835,-0.0018343820657473,0.00574125013557135,0.0051791946028651,-0.00948078637771557,0.00369208468139993,-0.00819568368018999,0.0112701669710395,-0.00612246810438389,0.00701166804763729,0.00911753832157032,0.00288600488913507,-0.0212329886766857,0.0120531792675561,-0.00364564749384586,-0.00077901847616655,0.0156629708091838,0.00188857468786815,0.0126851595273159,0.0137511716128244,0.00256009242371056
